Timestamp(ms),CO_PPM,Temperature(C),Pressure(hPa),Altitude(m),Status
2566624,2.43,20.50,1002.82,39.01,87.17,Safe
2568642,2.43,20.50,1002.83,39.01,87.10,Safe
2570660,2.43,20.50,1002.84,39.01,87.03,Safe
2572678,2.43,20.50,1002.85,38.99,86.98,Safe
2574696,2.43,20.50,1002.85,38.98,86.94,Safe
2576714,2.43,20.50,1002.85,38.99,86.91,Safe
2578732,2.43,20.50,1002.86,39.01,86.84,Safe
2580750,2.43,20.50,1002.86,39.01,86.83,Safe
2582768,2.43,20.50,1002.86,39.01,86.86,Safe
2584786,2.43,20.50,1002.86,38.99,86.87,Safe
2586804,2.43,20.50,1002.85,39.00,86.93,Safe
2588822,2.43,20.50,1002.85,39.00,86.96,Safe
2590842,2.43,20.50,1002.85,38.99,86.98,Safe
2592860,2.43,20.50,1002.84,39.00,87.00,Safe
2594878,2.43,20.50,1002.84,38.99,87.00,Safe
2596896,2.43,20.50,1002.84,39.00,87.01,Safe
2598914,2.43,20.49,1002.84,39.02,87.07,Safe
2600932,2.43,20.49,1002.84,39.00,87.07,Safe
2602950,2.43,20.49,1002.84,39.04,87.05,Safe
2604971,2.43,20.49,1002.84,39.05,87.06,Safe
2606989,2.43,20.49,1002.83,39.04,87.09,Safe
2609007,2.43,20.49,1002.84,39.07,87.06,Safe
2611025,2.43,20.49,1002.84,39.05,87.06,Safe
2613052,2.43,20.49,1002.84,39.07,87.07,Safe
2615070,2.43,20.49,1002.84,39.07,87.07,Safe
2617088,2.43,20.49,1002.84,39.07,87.05,Safe
2619106,2.43,20.49,1002.84,39.07,87.07,Safe
2621124,2.43,20.49,1002.84,39.11,87.07,Safe
3147,2.92,20.08,1002.93,39.81,86.27,Safe
5165,2.92,20.13,1002.93,39.79,86.28,Safe
7183,2.92,20.13,1002.94,39.79,86.21,Safe
9201,2.80,20.12,1002.94,39.79,86.16,Safe
11219,2.80,20.12,1002.95,39.80,86.14,Safe
13237,2.80,20.12,1002.95,39.79,86.11,Safe
15255,2.80,20.12,1002.95,39.77,86.09,Safe
17275,2.67,20.12,1002.95,39.79,86.11,Safe
19293,2.67,20.12,1002.95,39.77,86.10,Safe
21311,2.67,20.13,1002.95,39.75,86.09,Safe
23329,2.67,20.13,1002.95,39.75,86.07,Safe
25347,2.67,20.13,1002.96,39.74,86.01,Safe
27365,2.67,20.14,1002.96,39.73,86.02,Safe
3450,6.35,20.08,1003.02,40.85,85.51,Warning
5466,8.54,20.07,1003.03,41.00,85.47,Warning
7482,12.56,20.07,1003.03,40.42,85.41,Warning
9498,15.96,20.06,1003.04,40.29,85.39,Warning
11514,17.27,20.06,1003.04,40.48,85.39,Warning
13530,17.00,20.07,1003.04,40.19,85.39,Warning
15544,16.22,20.07,1003.04,40.16,85.38,Warning
17560,15.45,20.07,1003.04,40.45,85.33,Warning
19576,14.46,20.07,1003.05,40.46,85.25,Warning
21592,13.73,20.08,1003.06,40.37,85.19,Warning
23608,13.02,20.08,1003.06,40.25,85.16,Warning
25624,12.33,20.08,1003.06,40.19,85.15,Warning
27673,11.88,20.09,1003.07,40.08,85.13,Warning
29689,11.44,20.09,1003.07,40.05,85.10,Warning
31705,11.22,20.10,1003.07,40.02,85.08,Warning
33721,11.00,20.10,1003.07,39.98,85.10,Warning
35739,10.78,20.10,1003.06,39.96,85.15,Warning
37755,10.57,20.10,1003.06,39.93,85.18,Warning
39771,10.36,20.11,1003.05,39.93,85.23,Warning
41787,10.15,20.11,1003.05,39.94,85.27,Warning
43803,10.15,20.11,1003.05,39.92,85.27,Warning
45819,9.94,20.11,1003.05,39.88,85.24,Warning
47835,9.94,20.12,1003.05,39.86,85.27,Warning
49851,9.74,20.12,1003.05,39.86,85.24,Warning
51867,9.74,20.12,1003.05,39.86,85.26,Warning
53883,9.53,20.12,1003.05,39.88,85.24,Warning
55899,9.53,20.12,1003.05,39.86,85.23,Warning
57917,9.33,20.12,1003.05,39.84,85.27,Warning
59933,9.33,20.13,1003.05,39.83,85.27,Warning
61949,9.33,20.13,1003.05,39.84,85.31,Warning
63965,9.13,20.13,1003.05,39.82,85.27,Warning
65981,9.13,20.13,1003.05,39.82,85.27,Warning
67997,9.13,20.13,1003.05,39.87,85.23,Warning
70013,8.93,20.13,1003.05,39.85,85.23,Warning
72029,8.93,20.13,1003.06,39.83,85.22,Warning
74045,8.73,20.14,1003.06,39.80,85.22,Warning
76061,8.73,20.14,1003.06,39.79,85.20,Warning
78077,8.73,20.14,1003.05,39.78,85.23,Warning
80093,8.54,20.14,1003.05,39.74,85.26,Warning
82111,8.54,20.14,1003.05,39.74,85.27,Warning
84127,8.54,20.14,1003.05,39.72,85.26,Warning
86143,8.54,20.14,1003.05,39.71,85.28,Warning
88159,8.54,20.15,1003.05,39.68,85.24,Warning
90175,8.35,20.15,1003.05,39.65,85.25,Warning
92191,8.35,20.15,1003.05,39.62,85.23,Warning
94207,8.35,20.15,1003.05,39.64,85.25,Warning
96223,8.15,20.15,1003.05,39.64,85.26,Warning
98239,8.15,20.15,1003.05,39.62,85.24,Warning
100255,8.15,20.15,1003.05,39.64,85.25,Warning
102271,8.15,20.15,1003.05,39.62,85.25,Warning
104289,8.15,20.15,1003.05,39.61,85.23,Warning
106305,7.97,20.15,1003.05,39.61,85.26,Warning
108321,7.97,20.16,1003.06,39.64,85.21,Warning
110337,7.97,20.16,1003.06,39.61,85.21,Warning
112353,7.97,20.16,1003.07,39.63,85.14,Warning
114369,7.78,20.16,1003.08,39.63,85.04,Warning
116385,7.78,20.16,1003.07,39.60,85.09,Warning
118401,7.78,20.17,1003.07,39.60,85.13,Warning
120417,7.78,20.17,1003.06,39.60,85.16,Warning
122433,7.78,20.17,1003.07,39.59,85.06,Warning
124449,7.59,20.17,1003.08,39.59,85.01,Warning
126467,7.59,20.17,1003.08,39.59,84.99,Warning
128483,7.59,20.17,1003.09,39.59,84.94,Warning
130499,7.59,20.17,1003.09,39.59,84.91,Warning
132515,7.59,20.17,1003.09,39.60,84.91,Warning
134531,7.59,20.17,1003.09,39.60,84.91,Warning
136547,7.59,20.17,1003.10,39.59,84.87,Warning
138563,7.41,20.17,1003.10,39.61,84.87,Warning
140579,7.41,20.17,1003.09,39.63,84.90,Warning
142595,7.41,20.18,1003.09,39.64,84.90,Warning
144611,7.41,20.18,1003.09,39.65,84.98,Warning
146635,7.41,20.18,1003.08,39.66,85.02,Warning
148651,7.41,20.18,1003.08,39.67,85.06,Warning
150667,7.23,20.18,1003.07,39.66,85.12,Warning
152683,7.23,20.18,1003.06,39.64,85.15,Warning
154699,7.23,20.18,1003.06,39.59,85.16,Warning
156715,7.23,20.18,1003.06,39.61,85.17,Warning
158731,7.23,20.18,1003.06,39.60,85.21,Warning
160747,7.23,20.18,1003.06,39.58,85.21,Warning
162763,7.05,20.18,1003.06,39.61,85.21,Warning
164779,7.23,20.18,1003.06,39.64,85.22,Warning
166795,7.23,20.18,1003.05,39.63,85.24,Warning
168813,7.05,20.18,1003.05,39.61,85.25,Warning
170829,7.05,20.18,1003.05,39.61,85.27,Warning
172845,7.05,20.18,1003.05,39.60,85.27,Warning
174861,7.05,20.18,1003.05,39.60,85.24,Warning
176877,7.05,20.18,1003.05,39.59,85.27,Warning
178893,7.05,20.18,1003.05,39.58,85.31,Warning
180909,7.05,20.18,1003.04,39.58,85.35,Warning
182925,7.05,20.18,1003.04,39.58,85.37,Warning
184941,7.05,20.18,1003.04,39.58,85.37,Warning
186957,7.05,20.18,1003.04,39.57,85.33,Warning
188973,6.87,20.18,1003.04,39.58,85.33,Warning
190991,7.05,20.18,1003.04,39.57,85.35,Warning
193029,6.87,20.18,1003.04,39.67,85.35,Warning
195045,6.87,20.18,1003.04,39.66,85.33,Warning
197061,6.87,20.18,1003.04,39.63,85.35,Warning
199077,6.87,20.18,1003.04,39.64,85.33,Warning
201093,6.87,20.18,1003.04,40.16,85.33,Warning
203109,6.87,20.18,1003.04,39.94,85.35,Warning
205125,6.87,20.18,1003.05,39.78,85.30,Warning
207141,6.87,20.18,1003.05,39.84,85.31,Warning
209157,6.87,20.18,1003.05,39.94,85.31,Warning
211173,6.87,20.18,1003.05,40.35,85.31,Warning
213191,6.87,20.19,1003.05,43.58,85.30,Warning
215207,6.69,20.19,1003.04,44.27,85.33,Warning
217223,6.69,20.21,1003.05,59.94,85.28,Warning
219239,6.69,20.21,1003.05,48.04,85.31,Warning
221255,6.69,20.21,1003.05,43.81,85.29,Warning
223271,6.69,20.21,1003.04,42.21,85.32,Warning
225287,6.69,20.21,1003.04,41.51,85.32,Warning
227303,6.69,20.20,1003.04,41.08,85.33,Warning
229319,6.69,20.20,1003.04,40.77,85.34,Warning
231335,6.69,20.20,1003.04,40.56,85.33,Warning
233351,6.69,20.20,1003.04,40.43,85.36,Warning
235369,6.69,20.20,1003.04,40.33,85.34,Warning
237387,6.69,20.20,1003.04,40.23,85.31,Warning
239405,6.69,20.20,1003.05,40.14,85.30,Warning
241423,6.69,20.20,1003.05,40.65,85.29,Warning
243441,6.69,20.20,1003.05,40.51,85.27,Warning
245459,6.52,20.20,1003.05,40.26,85.26,Warning
247477,6.52,20.21,1003.06,40.09,85.22,Warning
249495,6.52,20.21,1003.06,40.00,85.21,Warning
